timestamp,label_id,gsv_panorama_id,sv_image_x,sv_image_y,validation_result,label_type
2019-04-15 12:29:37.088-07,647,yniMIVaOvbrF21Hv797hZw,9259,-628,unclear,SurfaceProblem
2019-04-15 12:29:46.305-07,515,30wSSwpQyfXG91DmzPtzXw,3472,-777,disagree,SurfaceProblem
2019-04-15 12:29:51.999-07,420,qTqy8ApuwdqFJLM39Tpohw,2489,-596,agree,SurfaceProblem
2019-04-15 12:40:17.565-07,534,7cwGTyrtV6yKUtHO6TmUew,1797,-671,agree,NoCurbRamp
2019-04-15 12:40:26.953-07,474,6WbY_F4cHQF3KGel39vcQw,7272,-720,agree,NoCurbRamp
2019-04-15 12:40:31.948-07,252,V67Nf7PIpKcBCiF0WyaVPQ,902,-584,agree,NoCurbRamp
2019-04-15 12:40:38.063-07,246,iXYGtES5ujggzEp38_EJYg,11083,-353,agree,NoCurbRamp
2019-04-15 12:42:14.428-07,1946,ygjyGcyTFoqeYILY2wpOxw,9224,-622,disagree,Obstacle
2019-04-15 12:42:26.468-07,1429,fG8IfgmxxrrbToWxg1L50Q,12756,-19,unclear,Obstacle
2019-04-15 12:42:39.1-07,383,idYCvlxAe29SD5bymWo-7w,5603,-1027,unclear,Obstacle
2019-04-15 12:42:41.275-07,422,3zcrhqVZmXigArxxbhf3Xg,5017,-593,agree,Obstacle
2019-04-15 12:42:42.437-07,918,4Czt4q0BsHpIvLTRccKRuQ,9507,-417,agree,Obstacle
2019-04-15 13:07:58.265-07,857,brmET-k8-7Wc7c6EpWEc1w,4967,-528,agree,SurfaceProblem
2019-04-15 13:08:18.914-07,30,p-rJVykMOw5fr52Lo8svYw,12272,-1048,agree,SurfaceProblem
2019-04-15 13:08:39.025-07,1537,HmIrniqCXRRLdzjoaAmLfA,9892,-842,disagree,SurfaceProblem
2019-04-15 13:08:47.427-07,410,wuk--sZ3fJyMsMo4tJuybg,4680,-625,agree,SurfaceProblem
2019-04-15 13:08:54.217-07,407,sHI3VxiyuYOovm4KrVUpmw,5825,-574,agree,SurfaceProblem
2019-04-15 13:09:51.316-07,1320,E4k4z3NyNliDRFMn_94fig,919,-641,agree,Obstacle
2019-04-15 13:11:11.255-07,1003,S8AayapUV3yoGfr3yAJArQ,11140,-490,agree,Obstacle
2019-04-15 13:09:21.338-07,26,9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,agree,SurfaceProblem
2019-04-15 13:10:31.447-07,383,idYCvlxAe29SD5bymWo-7w,5603,-1027,agree,Obstacle
2019-04-15 13:10:05.5-07,845,tHaeiW4iQaaeTM4gFFqLKw,2223,-207,agree,Obstacle
2019-04-15 13:11:36.486-07,2097,UUiDDc1b4CUITVCmY2uTlQ,12584,-340,disagree,Obstacle
2019-04-15 13:11:08.147-07,195,EWazcRXx4rxAJN-uqRdT1g,12123,-403,disagree,Obstacle
2019-04-15 13:10:13.388-07,914,4Czt4q0BsHpIvLTRccKRuQ,934,-300,agree,Obstacle
2019-04-15 13:10:20.232-07,1946,ygjyGcyTFoqeYILY2wpOxw,9224,-622,disagree,Obstacle
2019-04-15 13:11:46.787-07,984,OOKrJTBWOBrGyv-rlK5HvA,2350,-310,agree,Obstacle
2019-04-15 14:52:34.938-07,1166,9YkUNV9uwruMBz5p5HIHAA,8643,-133,unclear,Obstacle
2019-04-15 14:52:43.194-07,870,gtZURGpFLF06wq2toy_gBg,3533,-318,agree,Obstacle
2019-04-15 14:52:47.559-07,383,idYCvlxAe29SD5bymWo-7w,5603,-1027,disagree,Obstacle
2019-04-15 14:52:56.259-07,905,xscW1Uom1Upky-QGqHrwhw,3782,-456,agree,Obstacle
2019-04-15 14:52:59.695-07,707,RzaKd9b0PafelNebCgkueQ,5072,-447,agree,Obstacle
2019-04-15 14:53:12.525-07,24,bV4C_Q1VLnHuAnCl0C5n6g,70,-640,agree,Obstacle
2019-04-15 14:53:14.892-07,1482,lnqOidrfYokO7MFMI2c3iA,10925,-426,disagree,Obstacle
2019-04-15 14:53:22.542-07,195,EWazcRXx4rxAJN-uqRdT1g,12123,-403,disagree,Obstacle
2019-04-15 14:53:36.437-07,1808,nb9t2WMO155n_KZOcxOECQ,4152,-491,agree,Obstacle
2019-04-15 14:53:53.626-07,1261,fz5xclCGUL9z1Oy-o3orFA,10572,-546,agree,CurbRamp
2019-04-15 14:54:32.812-07,52,A-eM226LYCgGNB1WLubj8Q,2339,-946,disagree,SurfaceProblem
2019-04-15 14:55:40.619-07,94,4gQPTKnVWtTrdCF7HXPANg,9449,-324,unclear,Obstacle
2019-04-15 14:55:43.059-07,1270,TPiXHk8dVgutcaMITp39kQ,5696,-757,disagree,Obstacle
2019-04-15 14:55:49.916-07,974,1ra26Y1B3BEYLYk4HpzdVA,8593,-110,unclear,Obstacle
2019-04-15 14:55:51.509-07,193,7YiyTzFbvNivLvYXAuu88Q,3852,-693,agree,Obstacle
2019-04-15 14:55:53.821-07,127,PzKLPRWBFuASHjalf9__Sw,6386,-374,agree,Obstacle
2019-04-15 14:56:01.672-07,395,hxvyzDJJpysNtJUSqylkmA,8186,-1193,unclear,Obstacle
2019-04-15 14:56:16.574-07,1436,v1T1O7XDKe0TzihZhwWkeQ,1359,-372,disagree,Obstacle
2019-04-15 14:57:21.056-07,1525,205wWrVrhCNrwIXS-jwFzA,4830,-252,disagree,Obstacle
2019-04-15 15:06:16.192-07,750,Kdy17T0hvCa_9qpAJYHLjg,7149,-817,agree,Obstacle
2019-04-15 14:56:19.073-07,1436,v1T1O7XDKe0TzihZhwWkeQ,1359,-372,disagree,Obstacle
2019-04-15 14:57:16.285-07,853,T4qW76s-3MCGQfsXJ0G7AA,2201,-179,agree,Obstacle
2019-04-15 15:06:34.275-07,953,7MUGzvisqGPhkgU93ieBVA,12029,-227,agree,Obstacle
2019-04-15 15:11:11.187-07,850,fVFuNAzqNmIHqy4oQ03p6w,4860,-532,disagree,SurfaceProblem
2019-04-15 15:12:10.781-07,2226,dRtjUWZ2NjonMgfWgEXP5w,12680,-625,agree,SurfaceProblem
2019-04-15 15:14:05.445-07,853,T4qW76s-3MCGQfsXJ0G7AA,2201,-179,disagree,Obstacle
2019-04-15 15:06:51.282-07,1436,v1T1O7XDKe0TzihZhwWkeQ,1359,-372,agree,Obstacle
2019-04-15 15:07:15.594-07,1270,TPiXHk8dVgutcaMITp39kQ,5696,-757,disagree,Obstacle
2019-04-15 15:07:35.853-07,902,MdrWtcqInOYOyuDsLSCtQg,13211,-387,disagree,Obstacle
2019-04-15 15:14:09.138-07,749,Kdy17T0hvCa_9qpAJYHLjg,8040,-1205,agree,Obstacle
2019-04-15 15:21:07.322-07,2097,UUiDDc1b4CUITVCmY2uTlQ,12584,-340,agree,Obstacle
2019-04-15 15:21:14.153-07,974,1ra26Y1B3BEYLYk4HpzdVA,8593,-110,unclear,Obstacle
2019-04-15 15:21:29.17-07,1270,TPiXHk8dVgutcaMITp39kQ,5696,-757,disagree,Obstacle
2019-04-15 14:57:15.11-07,164,_ThcAfjL-9PVTI2IGWcIkg,5819,-416,agree,Obstacle
2019-04-15 15:06:20.667-07,870,gtZURGpFLF06wq2toy_gBg,3533,-318,agree,Obstacle
2019-04-15 15:07:58.252-07,1525,205wWrVrhCNrwIXS-jwFzA,4830,-252,disagree,Obstacle
2019-04-15 15:11:08.249-07,513,pX8k1JNtPHn6ApSLt0WG-A,9908,-598,agree,SurfaceProblem
2019-04-15 15:21:23.371-07,722,Wo48_aT9oB8iT_kLiRKPyw,13244,-296,agree,Obstacle
2019-04-15 15:21:51.62-07,652,nZMTzQsf8Yhsb8Dd9yBwHw,2104,-734,agree,SurfaceProblem
2019-04-15 15:06:31.69-07,1431,fG8IfgmxxrrbToWxg1L50Q,13036,-63,agree,Obstacle
2019-04-15 15:09:10.102-07,1017,vplluXNegJ023LVA-ZWITA,2628,-753,agree,NoCurbRamp
2019-04-15 15:10:46.647-07,549,9LEVZRCMnKr72YlnRxmw1g,4634,-440,disagree,SurfaceProblem
2019-04-15 14:57:10.016-07,889,b_oAXeqgQXNskG-vg5PiVQ,11607,-248,disagree,Obstacle
2019-04-15 15:06:25.035-07,1314,VNQoX0jKHUnS-3q2WUrRYA,7903,-358,agree,Obstacle
2019-04-15 15:06:36.939-07,1074,SFmz-YEp3vbrMEuNhh206A,9461,-423,agree,Obstacle
2019-04-15 15:06:58.034-07,1980,eyktT1fL6ymP6jOXXa9_0Q,10691,-309,agree,Obstacle
2019-04-15 15:08:04.876-07,1946,ygjyGcyTFoqeYILY2wpOxw,9224,-622,agree,Obstacle
2019-04-15 15:21:18.767-07,1314,VNQoX0jKHUnS-3q2WUrRYA,7903,-358,agree,Obstacle
2019-04-15 15:21:33.934-07,845,tHaeiW4iQaaeTM4gFFqLKw,2223,-207,agree,Obstacle
2019-04-15 15:21:55.032-07,655,oAfObst8-OwFlUaV1Ca8kQ,2214,-952,disagree,SurfaceProblem
2019-04-15 15:06:55.002-07,1937,QbqNp0VUD-XAZ5j7qxbACA,1731,-733,agree,Obstacle
2019-04-15 15:21:21.159-07,127,PzKLPRWBFuASHjalf9__Sw,6386,-374,agree,Obstacle
2019-04-15 15:21:31.211-07,1153,Y36NiAizeHOC5aoF-yLfZg,7286,-599,agree,Obstacle
2019-04-15 14:56:55.154-07,1324,bR6oV1AfV5_ZgG9qxk7sJg,12685,-100,unclear,Obstacle
2019-04-15 15:08:59.182-07,474,6WbY_F4cHQF3KGel39vcQw,7272,-720,agree,NoCurbRamp
2019-04-15 14:57:25.727-07,884,b_oAXeqgQXNskG-vg5PiVQ,5133,-190,unclear,Obstacle
2019-04-15 15:06:22.507-07,984,OOKrJTBWOBrGyv-rlK5HvA,2350,-310,agree,Obstacle
2019-04-15 15:06:49.466-07,2090,nTol0mPdHLvkBYOC2VYToA,1498,-913,agree,Obstacle
2019-04-15 15:07:43.575-07,579,LxNn4x8zmjq1sbAA7j2P2A,3764,-869,disagree,Obstacle
2019-04-15 15:08:07.836-07,1313,ZU7DG-hNFQzV1G3zB23GCw,8916,-733,agree,Obstacle
2019-04-15 15:21:35.584-07,148,b0eOV36e75GdxsTJKxhJzw,5509,-420,agree,Obstacle
2019-04-15 15:22:01.757-07,650,9Ec-rByR7q90916QMnrZjw,3007,-1108,agree,SurfaceProblem
2019-04-15 15:22:07.043-07,52,A-eM226LYCgGNB1WLubj8Q,2339,-946,disagree,SurfaceProblem
2019-04-15 15:23:52.514-07,652,nZMTzQsf8Yhsb8Dd9yBwHw,2104,-734,disagree,SurfaceProblem
2019-04-15 15:24:07.475-07,987,3v1xeZNOZtkRCiHkbLy6vg,6829,-806,agree,NoCurbRamp
2019-04-15 15:26:05.685-07,330,Ii4_QF95UYk2cAHEXdn1EA,4440,-228,agree,CurbRamp
2019-04-15 15:31:32.572-07,52,A-eM226LYCgGNB1WLubj8Q,2339,-946,disagree,SurfaceProblem
2019-04-15 15:31:52.966-07,1539,upKzswvqdZ3YTVsC75A_GA,12436,-609,agree,NoCurbRamp
2019-04-15 16:01:34.528-07,1549,F-6b8FBDGwLu2JxCGig_RA,1190,-279,agree,Obstacle
2019-04-15 16:01:39.455-07,1808,nb9t2WMO155n_KZOcxOECQ,4152,-491,agree,Obstacle
2019-04-15 16:02:29.468-07,876,Et9Zm3Esp8JS9UByHyDGww,9946,-432,disagree,SurfaceProblem
2019-04-15 16:02:51.844-07,914,4Czt4q0BsHpIvLTRccKRuQ,934,-300,agree,Obstacle
2019-04-15 16:03:40.606-07,1324,bR6oV1AfV5_ZgG9qxk7sJg,12685,-100,agree,Obstacle
2019-04-15 15:24:50.494-07,579,LxNn4x8zmjq1sbAA7j2P2A,3764,-869,disagree,Obstacle
2019-04-15 15:25:28.277-07,418,NxGqyhjeCbOGEzwvXp_5lg,2166,-507,agree,SurfaceProblem
2019-04-15 15:46:22.426-07,2248,3ZqzG78yCvMxWjtsbS4sUA,3356,-459,disagree,Obstacle
2019-04-15 15:25:57.24-07,1121,Anx8hI7TeJ72umn3bqGF8w,8844,-1090,agree,CurbRamp
2019-04-15 15:31:19.259-07,53,A-eM226LYCgGNB1WLubj8Q,4108,-331,disagree,SurfaceProblem
2019-04-15 16:02:45.578-07,2248,3ZqzG78yCvMxWjtsbS4sUA,3356,-459,agree,Obstacle
2019-04-15 16:03:02.079-07,164,_ThcAfjL-9PVTI2IGWcIkg,5819,-416,agree,Obstacle
2019-04-15 15:31:23.169-07,694,dKC7lxGxB8MNWKOrDOpZsQ,10448,-1005,disagree,SurfaceProblem
2019-04-15 15:32:00.507-07,533,7cwGTyrtV6yKUtHO6TmUew,12056,-797,agree,NoCurbRamp
2019-04-15 15:32:29.863-07,629,5f6UAV6KRhpRiUOg9Aw-qg,795,-463,agree,CurbRamp
2019-04-15 16:01:33.218-07,24,bV4C_Q1VLnHuAnCl0C5n6g,70,-640,agree,Obstacle
2019-04-15 16:01:37.974-07,1431,fG8IfgmxxrrbToWxg1L50Q,13036,-63,agree,Obstacle
2019-04-15 16:02:03.595-07,1537,HmIrniqCXRRLdzjoaAmLfA,9892,-842,unclear,SurfaceProblem
2019-04-15 15:25:08.195-07,1429,fG8IfgmxxrrbToWxg1L50Q,12756,-19,unclear,Obstacle
2019-04-15 15:25:35.562-07,543,F-b4qLFcdSOfTZ6fQIfk1Q,3910,-483,disagree,SurfaceProblem
2019-04-15 15:26:23.429-07,1206,3BS7-mHEMDQbQ1HfbPEK5Q,11863,-345,agree,CurbRamp
2019-04-15 15:32:02.78-07,533,7cwGTyrtV6yKUtHO6TmUew,12056,-797,agree,NoCurbRamp
2019-04-15 15:24:57.012-07,1195,V8mHHhxXbbHC6GxGeSJNWw,2275,-324,agree,Obstacle
2019-04-15 15:25:10.864-07,749,Kdy17T0hvCa_9qpAJYHLjg,8040,-1205,agree,Obstacle
2019-04-15 15:25:37.884-07,852,mHv9y7Xu5K3QmqG7Lqz2xg,5126,-497,disagree,SurfaceProblem
2019-04-15 15:25:33.118-07,1277,LsO4IQZWo6v_SB8MIg4QpQ,7141,-464,agree,NoCurbRamp
2019-04-15 15:31:34.155-07,283,DF4VBwDNJeFEg80MG6WL-A,4043,-608,agree,SurfaceProblem
2019-04-15 15:31:56.504-07,1529,h1R0EBFlKSQd2N4yIFhguQ,78,-662,disagree,NoCurbRamp
2019-04-15 15:31:59.693-07,677,AqwNzjEXzE0LhxIln801Gg,813,-650,agree,NoCurbRamp
2019-04-15 15:46:10.168-07,707,RzaKd9b0PafelNebCgkueQ,5072,-447,agree,Obstacle
2019-04-15 15:46:11.448-07,469,6WbY_F4cHQF3KGel39vcQw,6991,-536,agree,Obstacle
2019-04-15 15:46:13.648-07,2090,nTol0mPdHLvkBYOC2VYToA,1498,-913,disagree,Obstacle
2019-04-15 15:46:16.07-07,242,iXYGtES5ujggzEp38_EJYg,9326,-419,disagree,Obstacle
2019-04-15 15:46:19.059-07,422,3zcrhqVZmXigArxxbhf3Xg,5017,-593,disagree,Obstacle
2019-04-15 15:46:25.496-07,1808,nb9t2WMO155n_KZOcxOECQ,4152,-491,agree,Obstacle
2019-04-15 16:01:04.151-07,2080,0Y_pWJAhRs_uedmnIiIm0A,11124,-784,agree,SurfaceProblem
2019-04-15 16:01:08.081-07,645,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,disagree,SurfaceProblem
2019-04-15 16:03:00.941-07,1313,ZU7DG-hNFQzV1G3zB23GCw,8916,-733,agree,Obstacle
2019-04-15 16:03:32.91-07,2097,UUiDDc1b4CUITVCmY2uTlQ,12584,-340,unclear,Obstacle
2019-04-15 16:03:42.339-07,905,xscW1Uom1Upky-QGqHrwhw,3782,-456,agree,Obstacle
2019-04-15 16:01:26.004-07,61,dd3XXVb8eaIf5FcUAMqySg,10095,-775,agree,Obstacle
2019-04-15 16:01:41.007-07,902,MdrWtcqInOYOyuDsLSCtQg,13211,-387,agree,Obstacle
2019-04-15 16:03:44.425-07,1270,TPiXHk8dVgutcaMITp39kQ,5696,-757,disagree,Obstacle
2019-04-15 16:01:43.294-07,127,PzKLPRWBFuASHjalf9__Sw,6386,-374,agree,Obstacle
2019-04-15 16:02:21.107-07,1076,PfUfvQBPMDtsbtpoPlTBpw,4278,-584,agree,SurfaceProblem
2019-04-15 16:02:58.473-07,799,C_VI7Urkz6UMbfog3Eo5vA,4474,-248,agree,Obstacle
2019-04-15 16:02:18.788-07,688,TrU4DYp3l-VZwSqYcDGq3A,4387,-695,disagree,SurfaceProblem
2019-04-15 16:03:36.667-07,1166,9YkUNV9uwruMBz5p5HIHAA,8643,-133,unclear,Obstacle
2019-04-15 16:02:24.683-07,1058,oqP7byVfpym5eotQ9U4fdA,4741,-478,unclear,SurfaceProblem
2019-04-15 16:03:27.025-07,1525,205wWrVrhCNrwIXS-jwFzA,4830,-252,disagree,Obstacle
2019-04-15 16:03:49.019-07,1314,VNQoX0jKHUnS-3q2WUrRYA,7903,-358,agree,Obstacle
2019-04-15 16:04:37.54-07,418,NxGqyhjeCbOGEzwvXp_5lg,2166,-507,disagree,SurfaceProblem
2019-04-15 17:23:57.154-07,647,yniMIVaOvbrF21Hv797hZw,9259,-628,agree,SurfaceProblem
2019-04-15 17:43:17.148-07,83,53PJ9NuERcvfRvPwoRIkUQ,741,-290,agree,CurbRamp
2019-04-15 17:44:03.364-07,988,3v1xeZNOZtkRCiHkbLy6vg,6097,-557,agree,NoCurbRamp
2019-04-15 17:44:27.924-07,71,D5Se4AuiyxHr2ht2CkjnBQ,6236,-393,agree,NoCurbRamp
2019-04-15 17:44:44.788-07,444,Y8my1cju0ZJm790K50k4yQ,6377,-1022,agree,NoCurbRamp
2019-04-15 17:45:04.612-07,2024,0my798DgHz0J4dH1hrJhVQ,5539,-606,disagree,NoCurbRamp
2019-04-15 17:45:26.556-07,645,r2Oo5S8v2ritGCEjbC3fEA,4146,-951,agree,SurfaceProblem
2019-04-15 17:45:38.028-07,562,EhTLRzg6TtmIoY7RehxgpQ,5881,-742,disagree,SurfaceProblem
2019-04-15 17:45:44.66-07,651,WejfbZ22qlq-VZJwreE5Fg,3746,-1018,disagree,SurfaceProblem
2019-04-15 17:45:55.124-07,1058,oqP7byVfpym5eotQ9U4fdA,4741,-478,disagree,SurfaceProblem
2019-04-15 17:46:25.109-07,1980,eyktT1fL6ymP6jOXXa9_0Q,10691,-309,agree,Obstacle
2019-04-15 17:46:30.7-07,242,iXYGtES5ujggzEp38_EJYg,9326,-419,agree,Obstacle
2019-04-15 17:46:34.076-07,24,bV4C_Q1VLnHuAnCl0C5n6g,70,-640,agree,Obstacle
2019-04-15 17:46:36.604-07,1195,V8mHHhxXbbHC6GxGeSJNWw,2275,-324,agree,Obstacle
2019-04-15 17:46:47.228-07,1525,205wWrVrhCNrwIXS-jwFzA,4830,-252,disagree,Obstacle
2019-04-15 17:46:51.956-07,164,_ThcAfjL-9PVTI2IGWcIkg,5819,-416,disagree,Obstacle
2019-04-15 17:47:06.484-07,1937,QbqNp0VUD-XAZ5j7qxbACA,1731,-733,disagree,Obstacle
2019-04-15 18:15:45.492-07,1789,wZcACJ8ffj0ZiCuts2vH3w,3184,-490,disagree,SurfaceProblem
2019-04-15 18:15:47.511-07,842,lO6AMvS9-cBy5JuBM4SMEw,3486,-351,disagree,SurfaceProblem
2019-04-15 18:15:50.374-07,1040,0o5UD2lV47rsCz1NNl2_WQ,1133,-355,agree,SurfaceProblem
2019-04-15 18:15:53.415-07,647,yniMIVaOvbrF21Hv797hZw,9259,-628,disagree,SurfaceProblem
2019-04-15 18:32:49.965-07,1973,eAuPAxb6zXkQXbdaMvcWyQ,8702,-528,agree,CurbRamp
2019-04-15 18:34:26.068-07,579,LxNn4x8zmjq1sbAA7j2P2A,3764,-869,disagree,Obstacle
2019-04-15 18:34:33.157-07,430,SyBRKwoEe9GPdCDLFUtSGg,1993,-294,agree,Obstacle
2019-04-15 18:34:41.061-07,382,idYCvlxAe29SD5bymWo-7w,6301,-1042,agree,Obstacle
2019-04-15 18:34:47.115-07,1946,ygjyGcyTFoqeYILY2wpOxw,9224,-622,disagree,Obstacle
2019-04-15 18:34:46.597-07,2507,OCXcoiBzrjS1KbyIzez83g,947,-475,agree,NoCurbRamp
2019-04-15 18:15:56.974-07,1537,HmIrniqCXRRLdzjoaAmLfA,9892,-842,agree,SurfaceProblem
2019-04-15 18:15:59.29-07,751,JKl0dvQHWiZfxdx-kVcp_w,8750,-1113,disagree,SurfaceProblem
2019-04-15 18:31:42.998-07,876,Et9Zm3Esp8JS9UByHyDGww,9946,-432,agree,SurfaceProblem
2019-04-15 18:32:04.311-07,850,fVFuNAzqNmIHqy4oQ03p6w,4860,-532,disagree,SurfaceProblem
2019-04-15 18:31:50.379-07,418,NxGqyhjeCbOGEzwvXp_5lg,2166,-507,disagree,SurfaceProblem
2019-04-15 18:31:52.84-07,856,xpZ2jSxOwSAYpXehsVX4EQ,5102,-537,disagree,SurfaceProblem
2019-04-15 18:33:24.126-07,239,iXYGtES5ujggzEp38_EJYg,7622,-904,agree,NoCurbRamp
2019-04-15 18:33:30.071-07,71,D5Se4AuiyxHr2ht2CkjnBQ,6236,-393,agree,NoCurbRamp
2019-04-15 18:34:55.734-07,722,Wo48_aT9oB8iT_kLiRKPyw,13244,-296,agree,Obstacle
2019-04-15 18:34:58.653-07,1090,xknXWuoxVvX58NGN6sJ2vQ,361,-326,agree,NoCurbRamp
2019-04-15 18:39:50.023-07,989,3v1xeZNOZtkRCiHkbLy6vg,4801,-350,agree,NoCurbRamp
2019-04-15 18:39:56.731-07,246,iXYGtES5ujggzEp38_EJYg,11083,-353,agree,NoCurbRamp
2019-04-15 18:40:04.412-07,167,2A6p50LemUj6YuJYRTcoOA,8668,-730,agree,NoCurbRamp
2019-04-15 18:41:05.758-07,165,2A6p50LemUj6YuJYRTcoOA,5069,-837,agree,NoCurbRamp
2019-04-15 18:49:45.864-07,852,mHv9y7Xu5K3QmqG7Lqz2xg,5126,-497,disagree,SurfaceProblem
2019-04-15 18:44:35.587-07,116,fILqT3EWJ_ZpezDigHJ-Aw,1644,-183,agree,NoCurbRamp
2019-04-15 18:50:06.215-07,655,oAfObst8-OwFlUaV1Ca8kQ,2214,-952,disagree,SurfaceProblem
2019-04-15 19:51:07.912-07,2526,omDZ1-fFNfCXRBMJfcvQtQ,2510,-327,agree,Obstacle
2019-04-15 19:51:10.458-07,1549,F-6b8FBDGwLu2JxCGig_RA,1190,-279,disagree,Obstacle
2019-04-15 19:51:25.918-07,2492,W8_emPaPRqM87VAUNvL9KQ,9076,-448,agree,Obstacle
2019-04-15 19:53:44.626-07,2024,0my798DgHz0J4dH1hrJhVQ,5539,-606,disagree,NoCurbRamp
2019-04-15 19:53:47.358-07,1437,XnNhHtlKQC3_UqFh1eurjA,6277,-631,agree,NoCurbRamp
2019-04-15 19:54:09.457-07,1937,QbqNp0VUD-XAZ5j7qxbACA,1731,-733,disagree,Obstacle
2019-04-15 19:56:31.796-07,2080,0Y_pWJAhRs_uedmnIiIm0A,11124,-784,agree,SurfaceProblem
2019-04-15 19:57:09.322-07,1156,Y36NiAizeHOC5aoF-yLfZg,1234,-606,agree,Obstacle
2019-04-15 20:09:34.212-07,650,9Ec-rByR7q90916QMnrZjw,3007,-1108,agree,SurfaceProblem
2019-04-15 20:10:57.729-07,388,idYCvlxAe29SD5bymWo-7w,252,-375,agree,CurbRamp
2019-04-15 20:10:14.745-07,1090,xknXWuoxVvX58NGN6sJ2vQ,361,-326,agree,NoCurbRamp
2019-04-15 19:56:55.01-07,1980,eyktT1fL6ymP6jOXXa9_0Q,10691,-309,disagree,Obstacle
2019-04-15 20:09:31.976-07,549,9LEVZRCMnKr72YlnRxmw1g,4634,-440,unclear,SurfaceProblem
2019-04-15 20:11:07.241-07,2446,EZJzTkN73r4q5HuuFNQPnw,5232,-661,agree,CurbRamp
2019-04-15 19:57:15.706-07,2090,nTol0mPdHLvkBYOC2VYToA,1498,-913,agree,Obstacle
2019-04-15 19:57:03.004-07,1525,205wWrVrhCNrwIXS-jwFzA,4830,-252,disagree,Obstacle
2019-04-15 20:09:43.797-07,26,9l6MO0OP2_Pxuyd-dbeuZg,8175,-1308,agree,SurfaceProblem
2019-04-15 20:11:05.949-07,2291,EMxiUHzR4oAUQBI4dIkvsg,3925,-481,agree,CurbRamp
2019-04-15 19:56:37.62-07,682,h23DpudAUQLh6JtsZcPseg,11091,-857,agree,SurfaceProblem
2019-04-15 19:56:42.037-07,562,EhTLRzg6TtmIoY7RehxgpQ,5881,-742,agree,SurfaceProblem
2019-04-15 19:57:37.732-07,2487,C53067ydrIIbtOGk9Vb7Zw,3622,-477,agree,NoCurbRamp
2019-04-15 20:09:46.01-07,675,FJXZlhq1mrA_YcRtffgemA,147,-645,agree,SurfaceProblem
2019-04-15 20:10:52.254-07,2290,EMxiUHzR4oAUQBI4dIkvsg,343,-275,agree,CurbRamp
2019-04-15 20:49:36.425-07,804,22eSqmXh8urszibqJkvoPg,879,-197,agree,CurbRamp
2019-04-15 20:49:40.717-07,1030,g-_dh0jB9VxwlR3GvCpbxA,2582,-302,agree,CurbRamp
2019-04-15 20:49:42.994-07,2627,qH-dUJQmb6Gmr9fUFtdHNg,6959,-423,agree,CurbRamp
2019-04-15 20:50:06.718-07,1218,YA0PXYFdpLl93NCVBvJd0w,6634,-419,agree,CurbRamp
2019-04-15 20:49:54.989-07,2610,iNYAVNidrxbIEmqXNUDzaA,5787,-883,agree,CurbRamp
2019-04-15 20:50:03.417-07,494,D5Se4AuiyxHr2ht2CkjnBQ,9589,-1343,agree,CurbRamp
2019-04-15 20:50:16.437-07,1431,fG8IfgmxxrrbToWxg1L50Q,13036,-63,disagree,Obstacle
2019-04-15 20:50:32.133-07,283,DF4VBwDNJeFEg80MG6WL-A,4043,-608,agree,SurfaceProblem
2019-04-15 20:50:33.258-07,2384,i-LUqgVdpJ_cJ2vx9YPXIw,4338,-616,disagree,Obstacle
2019-04-15 20:50:47.875-07,518,Hw0xWH4HqJTn2yhCpwNHoA,4012,-707,agree,SurfaceProblem
2019-04-15 20:50:46.316-07,2097,UUiDDc1b4CUITVCmY2uTlQ,12584,-340,unclear,Obstacle
2019-04-15 20:51:09.478-07,1049,oqP7byVfpym5eotQ9U4fdA,456,-505,agree,SurfaceProblem
2019-04-15 20:51:32.716-07,409,wuk--sZ3fJyMsMo4tJuybg,4684,-948,agree,CurbRamp
2019-04-15 20:53:05.574-07,856,xpZ2jSxOwSAYpXehsVX4EQ,5102,-537,agree,SurfaceProblem
2019-04-15 21:01:00.268-07,84,53PJ9NuERcvfRvPwoRIkUQ,1417,-251,agree,Obstacle
2019-04-15 21:24:03.041-07,799,C_VI7Urkz6UMbfog3Eo5vA,4474,-248,agree,Obstacle
2019-04-15 21:26:31.76-07,2187,pFHXVMIkzEg6HZvnekXwkA,826,-478,agree,NoCurbRamp
2019-04-15 21:28:30.283-07,518,Hw0xWH4HqJTn2yhCpwNHoA,4012,-707,agree,SurfaceProblem
2019-04-15 21:40:22.953-07,1922,iW9sQHZj-q8tcm85q7uY9w,11040,-845,unclear,NoCurbRamp
2019-04-15 21:41:13.1-07,799,C_VI7Urkz6UMbfog3Eo5vA,4474,-248,agree,Obstacle
2019-04-15 21:42:28.066-07,2627,qH-dUJQmb6Gmr9fUFtdHNg,6959,-423,unclear,CurbRamp
2019-04-15 20:53:52.762-07,1789,wZcACJ8ffj0ZiCuts2vH3w,3184,-490,unclear,SurfaceProblem
2019-04-15 20:55:20.53-07,1153,Y36NiAizeHOC5aoF-yLfZg,7286,-599,agree,Obstacle
2019-04-15 21:24:41.37-07,2240,LUc-zNs7mO2ahq797oH-zQ,2443,-606,agree,Obstacle
2019-04-15 21:28:02.395-07,876,Et9Zm3Esp8JS9UByHyDGww,9946,-432,agree,SurfaceProblem
