Timestamp,pano_id,sv_x,sv_y,Label
2019-04-22 15:30:26.465-07,hnOR6BPuEdRZOzmfdPwTmQ,8300,-432,NoCurbRamp
2019-04-22 15:30:45.323-07,hnOR6BPuEdRZOzmfdPwTmQ,4865,-663,NoCurbRamp
2019-04-22 15:31:20.098-07,sp0-DcyK5wj8CykctLTujg,4210,-579,CurbRamp
2019-04-22 15:31:25.681-07,sp0-DcyK5wj8CykctLTujg,5483,-848,CurbRamp
2019-04-22 15:31:45.211-07,nyYR5ZH98WCw-MQ_s0k6AQ,12792,-510,CurbRamp
2019-04-22 15:36:07.744-07,HqfNqNcPDGIv6xmXtyHNWw,6902,-321,Obstacle
2019-04-22 15:36:31.784-07,ozTrj1Yf5_8DErpTtPjiYg,7109,-229,Obstacle
2019-04-23 15:31:48.787-07,DAJXeo17ZqU_sXFc2p4kzA,11350,-852,SurfaceProblem
2019-04-23 15:32:15.851-07,2GopZztksfJ7io6CImfy8w,1291,-685,Obstacle
2019-04-23 15:33:09.728-07,b5ltWRgWXHrcRhE_7LS5lw,1662,-926,Obstacle
2019-04-23 15:33:41.785-07,ysnlNM-VYp1EJWN-eGCm6Q,12732,-251,Obstacle
2019-04-23 15:35:20.942-07,hPzNLdoy9E80I7IOdUZk4A,10072,-858,Obstacle
2019-04-23 15:35:33.832-07,hPzNLdoy9E80I7IOdUZk4A,1125,-884,Obstacle
2019-04-23 15:35:41.189-07,HhYaQoM7_U90r0G_Fs-CJA,2385,-1617,Obstacle
2019-04-23 15:35:55.271-07,HhYaQoM7_U90r0G_Fs-CJA,9482,-860,SurfaceProblem
2019-04-23 15:36:26.106-07,5SHTdWL47wE0aLpLJB8Fng,10192,-906,Obstacle
2019-04-23 15:36:36.721-07,5SHTdWL47wE0aLpLJB8Fng,9722,-991,SurfaceProblem
2019-04-23 15:38:55.347-07,mZr6vrHKMg0KGhgEUXT5pw,13076,-463,SurfaceProblem
2019-04-23 15:39:23.921-07,mZr6vrHKMg0KGhgEUXT5pw,1944,-327,SurfaceProblem
2019-04-23 15:42:52.443-07,lUBAIX6SXNjT4ruNG9U4wQ,8211,-1384,SurfaceProblem
2019-04-23 15:43:24.878-07,cBz_ucQ0KxBQwLoPIsAmoA,7727,-805,SurfaceProblem
2019-04-23 15:43:41.577-07,cBz_ucQ0KxBQwLoPIsAmoA,3906,-750,SurfaceProblem
2019-04-24 09:20:22.296-07,x0u1L4BrYo1JuNk-lqM82w,12471,-466,CurbRamp
2019-04-24 09:21:30.104-07,V4Phrq6W1ml93Xc2pn3VzQ,8105,-635,CurbRamp
2019-04-24 09:21:42.055-07,6tE7qrjZBJYRa6UNSf49zw,9123,-478,CurbRamp
2019-04-24 09:24:49.587-07,Fb8TC_f42JPgDYs_lOy9Zw,6102,-394,NoCurbRamp
2019-04-24 09:28:22.796-07,eGzild1XRlBGzNeGDS3_Wg,989,-409,NoCurbRamp
2019-04-24 09:29:10.131-07,26rFiVTk3KsyWU-eYagUeg,5196,-485,CurbRamp
2019-04-24 09:30:23.228-07,5YolgRRQH8DRoBBI8dF7tw,2334,-337,CurbRamp
2019-04-24 09:30:38.604-07,N0pRKtAhdaS9OD09UlzPSg,13065,-307,Obstacle
2019-04-24 09:31:59.769-07,m_CRID7R2OCd8DqO5iqCJQ,975,-349,NoCurbRamp
2019-04-24 09:33:47.977-07,B-NYlTbJs1VrdbO-rvK5Sg,5805,-364,NoCurbRamp
2019-04-24 09:34:06.128-07,B-NYlTbJs1VrdbO-rvK5Sg,2931,-532,NoCurbRamp
2019-04-24 09:34:16.574-07,B-NYlTbJs1VrdbO-rvK5Sg,874,-1048,NoCurbRamp
2019-04-24 09:34:59.553-07,BQzNtIHwzohOqgJmla8MOg,5856,-848,CurbRamp
2019-04-24 09:35:38.801-07,gc1QIqqcZvQckyDV0tWcqQ,5586,-831,CurbRamp
2019-04-24 09:36:19.504-07,xi0W2WAEYPxssNlFqWvJLQ,612,-698,NoCurbRamp
2019-04-24 09:36:35.239-07,xi0W2WAEYPxssNlFqWvJLQ,2644,-343,NoCurbRamp
2019-04-24 09:36:38.783-07,xi0W2WAEYPxssNlFqWvJLQ,2223,-347,NoCurbRamp
2019-04-24 09:37:30.032-07,ZomEdbr4l_E6BNokz5pnbQ,10005,-1090,CurbRamp
2019-04-24 09:38:01.312-07,yR51O4ESGrxvZxlaO6bi7A,705,-329,CurbRamp
2019-04-24 09:39:39.519-07,7Dqfgfll85bCGUzExs7I7A,5993,-309,CurbRamp
2019-04-24 09:39:53.074-07,7Dqfgfll85bCGUzExs7I7A,10890,-755,SurfaceProblem
2019-04-24 09:40:20.913-07,TJSEvh28Y0Xzf7dxjiU54w,9545,-420,CurbRamp
2019-04-24 09:41:46.182-07,SGiA4xT-ABVpZEh2f6vutg,8322,-262,CurbRamp
2019-04-24 09:44:08.7-07,78Rbx-fVzyUkzeMuFvyrbw,951,-1198,CurbRamp
2019-04-24 09:44:26.47-07,78Rbx-fVzyUkzeMuFvyrbw,1526,-629,CurbRamp
2019-04-24 09:46:19.555-07,agBdSzVHno5OF839k0TYxA,11656,-465,SurfaceProblem
2019-04-24 09:46:23.677-07,GKw6fjYBcS6G9bsbNero2w,2484,-409,CurbRamp
2019-04-24 09:48:16.362-07,lSJac8UpaAZpDxwxE3SCdQ,12638,-1064,CurbRamp
2019-04-24 09:49:30.01-07,uUVBdu3EXM3Qw9gARbWdHQ,2238,-373,CurbRamp
2019-04-24 09:52:21.799-07,eBSinaWFAqL2WhWHdf0Row,2087,-720,NoCurbRamp
2019-04-24 09:52:37.017-07,y2r0ETSuTvtd2SkRb2zNrg,2064,-814,NoCurbRamp
2019-04-24 09:52:43.255-07,y2r0ETSuTvtd2SkRb2zNrg,2542,-786,NoCurbRamp
2019-04-24 09:53:45.055-07,jLgMOCuq7FL24bnEPPeATw,2117,-1270,NoCurbRamp
2019-04-24 09:53:56.493-07,jLgMOCuq7FL24bnEPPeATw,6196,-477,NoCurbRamp
2019-04-24 09:54:05.245-07,jLgMOCuq7FL24bnEPPeATw,10599,-442,NoCurbRamp
2019-04-24 09:54:47.59-07,-Jd7Zn6j8iLv5xjh7HaBfg,9409,-456,NoCurbRamp
2019-04-24 09:57:48.471-07,-c7UVq17gxAhuLXgT3ApUA,3969,-613,Obstacle
2019-04-24 09:58:45.293-07,K8yA8wPPMX1NjJPHl1qPOw,4947,-558,CurbRamp
2019-04-24 10:50:48.338-07,79WCvjAk0c7slEo3KJmZRA,9592,-579,NoCurbRamp
2019-04-24 10:51:34.666-07,rSviSc2JshABBS5H-tE7kw,13062,-633,CurbRamp
2019-04-24 10:52:41.519-07,vvy4Bwrt8qPKuD-QZDjlhQ,8604,-579,NoCurbRamp
2019-04-24 10:52:57.61-07,HTTQ99phjiolLzTpA-LDDQ,6878,-431,CurbRamp
2019-04-24 10:53:02.145-07,HTTQ99phjiolLzTpA-LDDQ,5023,-323,CurbRamp
2019-04-24 10:54:35.991-07,z589zcABlS7HaN00K4TDPw,7791,-281,CurbRamp
2019-04-24 10:55:35.879-07,vpORIvVXcuy7TTrwrKHSrw,4005,-214,CurbRamp
2019-04-24 10:57:02.23-07,L__t1IOz6AWOygtSPG4yfA,8881,-1327,NoCurbRamp
2019-04-24 10:58:25.454-07,2Jgmb9SMApCPU9n8uaBdMg,1690,-427,CurbRamp
2019-04-24 11:00:07.717-07,2U77gRt64Z6eNv-iP5_zPA,12769,-320,CurbRamp
2019-04-24 11:01:34.463-07,N0YJ97tToGoA1nEYKrMqwg,5314,-429,CurbRamp
2019-04-24 11:01:40.348-07,N0YJ97tToGoA1nEYKrMqwg,8764,-256,CurbRamp
2019-04-24 11:01:44.633-07,N0YJ97tToGoA1nEYKrMqwg,5393,-235,CurbRamp
2019-04-24 11:01:57.922-07,qLpiNfU6oa_nZWtIOe1eRw,6040,-185,NoCurbRamp
2019-04-24 11:02:07.113-07,o7RcRGusGxhDH5DArqE5pQ,9563,-497,NoCurbRamp
2019-04-24 11:02:53.426-07,J8vEheZuJrSrviNpdcJSRA,5999,-432,SurfaceProblem
2019-04-24 11:03:18.244-07,hSOgWfok3Wy30Lf-xYkYpQ,3187,-647,SurfaceProblem
2019-04-24 11:03:29.164-07,hSOgWfok3Wy30Lf-xYkYpQ,10170,-348,Obstacle
2019-04-24 11:04:24.499-07,FHAc8FEGeUCMUbKmxVV4Dg,5414,-514,Obstacle
2019-04-24 11:04:51.61-07,5-OeF2Jcl8ixkVg2l6OZSw,5665,-322,Obstacle
2019-04-24 13:30:13.681-07,vsk0KqmQVhEGJ_3q5zvvdw,1104,-475,NoCurbRamp
2019-04-24 13:30:36.677-07,yOpxNp8AQXT1qePtS0SY_A,2407,-1400,NoCurbRamp
2019-04-24 13:31:45.212-07,OFLvS4k0cdgXExYgZkMaig,1039,-711,NoCurbRamp
2019-04-24 13:31:58.828-07,mxPskyvWgw9Xx0zbQLdMRQ,2939,-941,CurbRamp
2019-04-24 13:33:04.071-07,KfMxjgWNrTfBSDQhYLjBfg,10816,-387,SurfaceProblem
2019-04-24 13:35:03.815-07,BrgIv8-sRkbT2tJt4tQ1Xw,3951,-414,NoCurbRamp
2019-04-24 13:35:36.911-07,h-SjtJFpNN990qC8CXDnmA,5723,-855,Obstacle
2019-04-24 13:36:06.872-07,sK7ElReOXHeCSgS-lu2XUA,5166,-721,Obstacle
2019-04-24 13:36:22.324-07,rJzj3foSgypDuSGdf46nfw,4941,-538,Obstacle
2019-04-24 13:36:43.963-07,s_CDRwoTwDrEakH0w8Wbmw,4687,-601,CurbRamp
2019-04-24 13:39:00.763-07,zAkFGilYr758_5ZKBXZA8g,8498,-408,CurbRamp
2019-04-24 13:37:43.747-07,BNMsKpyO_IZNyFPt1rJXxQ,2305,-686,NoCurbRamp
2019-04-24 13:37:49.214-07,BNMsKpyO_IZNyFPt1rJXxQ,2568,-1090,NoCurbRamp
2019-04-24 13:38:11.608-07,BNMsKpyO_IZNyFPt1rJXxQ,6118,-569,NoCurbRamp
2019-04-24 13:38:47.919-07,7lLCY8MKouP9Ze-Efoy_Ag,5509,-541,NoCurbRamp
2019-04-24 13:39:02.921-07,9uFhRB62YNtFFbsRavpB9Q,5401,-618,NoCurbRamp
2019-04-24 13:39:34.581-07,v94r-fiwWsgBl4Zi_TWNkg,7499,-448,NoCurbRamp
2019-04-24 13:39:30.381-07,Sz1gZyWGmket2euYEvqIvQ,11342,-314,SurfaceProblem
2019-04-24 13:40:10.251-07,at9MVuWzmJlEOlk0ThJiww,6772,-456,NoCurbRamp
2019-04-24 13:41:46.7-07,NoUnCw_8lZnx1H0hDGU4rw,10883,-544,SurfaceProblem
2019-04-24 13:42:07.726-07,7Ih11xKMxBPL_Fun8RsYgg,8650,-270,SurfaceProblem
2019-04-24 13:42:13.579-07,7Ih11xKMxBPL_Fun8RsYgg,9251,-428,SurfaceProblem
2019-04-24 13:40:32.289-07,6O_qeyiBfs1CvtLC4BELCg,5934,-484,CurbRamp
2019-04-24 13:42:57.207-07,GT--hJpfFQv6gQU2bmeMug,5654,-357,NoCurbRamp
2019-04-24 13:43:09.167-07,GT--hJpfFQv6gQU2bmeMug,11070,-844,NoCurbRamp
2019-04-24 13:44:55.969-07,krvJVeMNDQ7fTQVIkjmO1Q,4788,-482,NoCurbRamp
2019-04-24 13:45:09.838-07,MDOZVspbquEEsMpk5e8MfQ,5976,-459,NoCurbRamp
2019-04-24 13:46:35.929-07,VuWLxS1jly2ZaYZO7vxoVg,12591,-503,CurbRamp
2019-04-24 13:46:53.422-07,VuWLxS1jly2ZaYZO7vxoVg,7237,-732,CurbRamp
2019-04-24 18:56:59.597-07,mn3vO7tkfzC5oquGB41Bdw,382,-154,CurbRamp
2019-04-24 20:33:10.004-07,EYnMcB11CIOzLZ6peXPhKw,2501,-179,Obstacle
2019-04-24 20:33:26.486-07,EYnMcB11CIOzLZ6peXPhKw,1789,-124,SurfaceProblem
2019-04-24 20:33:39.974-07,EYnMcB11CIOzLZ6peXPhKw,995,-49,Obstacle
2019-04-24 20:33:53.591-07,EYnMcB11CIOzLZ6peXPhKw,12728,-270,Obstacle
2019-04-24 20:34:56.71-07,4v0CZzsmwDsMPpbdphyTww,12930,-158,SurfaceProblem
2019-04-24 20:35:23.565-07,4v0CZzsmwDsMPpbdphyTww,12644,-329,SurfaceProblem
2019-04-24 20:36:16.498-07,FM0bWD2rJrLrfPVuuyJNSw,12714,-284,SurfaceProblem
2019-04-24 20:36:45.895-07,5rIXtfm-8V6ejzaIGfWwWw,3182,-163,Obstacle
2019-04-24 20:36:54.159-07,5rIXtfm-8V6ejzaIGfWwWw,1817,-72,Obstacle
2019-04-24 20:39:18.592-07,f8TQosoHMwLI4DqFEgmh-g,11729,-589,SurfaceProblem
2019-04-24 20:39:32.384-07,XL7D4DGiEuO_dvFvZeEQ0Q,12585,-1025,SurfaceProblem
2019-04-24 20:40:05.414-07,iB1SPdZsBWxEpqy8nENmBg,11322,-487,SurfaceProblem
2019-04-24 20:41:04.101-07,eAMEGe1rI6V9O_HPZJWl5Q,8481,-837,SurfaceProblem
2019-04-24 20:41:59.975-07,6svfnb4TWOkNJpJ1M-BgPQ,3455,-334,NoCurbRamp
2019-04-24 20:42:07.374-07,6svfnb4TWOkNJpJ1M-BgPQ,4385,-247,NoCurbRamp
2019-04-24 20:43:05.901-07,JZ6CMaQJTYNFJYr_mru_zA,4776,-397,Obstacle
2019-04-24 20:43:50.391-07,HbZtU-OSTTTJLrimqepLbA,7980,-658,CurbRamp
2019-04-24 20:44:23.514-07,8j1Fwc7TS_VCmvRXfUlA9g,3115,-509,SurfaceProblem
2019-04-24 20:44:56.605-07,8j1Fwc7TS_VCmvRXfUlA9g,9103,-457,NoCurbRamp
2019-04-24 20:46:02.657-07,BPah4yUJYmBwnkJHwarmPA,4263,-394,SurfaceProblem
2019-04-24 20:46:14.127-07,BPah4yUJYmBwnkJHwarmPA,3610,-190,SurfaceProblem
2019-04-24 20:50:51.974-07,nOVcxpejzl93fmj45VyVow,4589,-559,CurbRamp
2019-04-24 20:51:20.607-07,uWzibUoD-YYzK2MfMyA1Jg,1731,-577,SurfaceProblem
2019-04-24 20:55:17.718-07,xpYeY82cRh-Bj0h-sl8-7w,1378,-985,Obstacle
2019-04-24 20:56:24.825-07,cgU4KTjd8235sXvLEanGbQ,2278,-1029,Obstacle
2019-04-24 20:52:11.74-07,TLhoSX3BBKmqipMLTh5Lpw,7378,-1586,CurbRamp
2019-04-24 20:52:37.988-07,TLhoSX3BBKmqipMLTh5Lpw,5996,-434,Obstacle
2019-04-24 20:53:02.604-07,zXOAZS34TXMLgC8gvHhUNQ,6224,-1585,CurbRamp
2019-04-24 20:55:34.076-07,frJ6RC3OIsc7QNLAOYgD5w,12734,-384,CurbRamp
2019-04-24 20:55:44.369-07,frJ6RC3OIsc7QNLAOYgD5w,8083,-1238,CurbRamp
2019-04-24 20:56:59.369-07,IihP_m8hoikTIMvSYw8UGA,2347,-798,CurbRamp
2019-04-24 20:56:34.743-07,3VdqcOuzONDbe5SAMASAEQ,1830,-1088,Obstacle
2019-04-24 20:59:00.432-07,0p2d9dW9OcQRxv07zM8SeQ,6321,-1131,Obstacle
2019-04-24 20:59:48.614-07,0p2d9dW9OcQRxv07zM8SeQ,8726,-698,SurfaceProblem
2019-04-24 21:02:07.018-07,ltiOQs5mjGSzf7j-3_li1g,8962,-445,Obstacle
2019-04-24 20:59:19.78-07,ZJH14gUIa-STAOJPx_hLWQ,8464,-411,CurbRamp
2019-04-24 20:57:50.911-07,LFTVOGOOryM0eynfwzAvwQ,9635,-452,NoCurbRamp
2019-04-24 20:58:11.214-07,Bj1aVe7G3VVjLLhS1IOfKg,8024,-1227,NoCurbRamp
2019-04-24 20:59:00.22-07,1AyYUvUxTKciJidmfchMRg,7898,-423,CurbRamp
2019-04-24 20:59:07.8-07,1AyYUvUxTKciJidmfchMRg,5639,-431,CurbRamp
2019-04-24 20:59:26.592-07,1AyYUvUxTKciJidmfchMRg,11548,-511,CurbRamp
2019-04-24 21:00:09.215-07,_W0SUA0I_tGk2uqClTquEw,8815,-778,CurbRamp
2019-04-24 21:01:16.457-07,Qsdpc3PhLSvLJ14nDYxZKA,5875,-640,Obstacle
2019-04-24 21:01:35.232-07,Qsdpc3PhLSvLJ14nDYxZKA,5278,-496,Obstacle
2019-04-24 21:01:58.152-07,2fleNwGTd4uqu6rlYajTqw,7506,-803,SurfaceProblem
2019-04-24 21:02:16.963-07,XnV44wyw8iXvulTCcuDnYw,3974,-301,Obstacle
2019-04-24 21:02:20.57-07,XnV44wyw8iXvulTCcuDnYw,2877,-316,Obstacle
2019-04-24 21:03:15.428-07,y25YKt-_AfvBX5-dgRZVsg,4727,-412,Obstacle
2019-04-24 21:02:38.431-07,hVPq3rhgTzUVh5DLWQQZ0A,12144,-576,CurbRamp
2019-04-24 21:02:53.889-07,hVPq3rhgTzUVh5DLWQQZ0A,9182,-589,SurfaceProblem
2019-04-24 21:03:00.118-07,hVPq3rhgTzUVh5DLWQQZ0A,7943,-700,NoCurbRamp
2019-04-24 21:03:13.446-07,hVPq3rhgTzUVh5DLWQQZ0A,4715,-289,CurbRamp
2019-04-24 21:03:56.785-07,s2nMSHn1P52ZikApKY5pjQ,12260,-382,Obstacle
2019-04-24 21:04:24.422-07,uvDY_7Y_mh-xjFpeRflRAw,12666,-229,Obstacle
2019-04-24 21:03:12.723-07,b06S0CWmZbAqbQMmrP-xvw,11293,-525,Obstacle
2019-04-24 21:03:23.162-07,b06S0CWmZbAqbQMmrP-xvw,6185,-1186,Obstacle
2019-04-24 21:03:28.484-07,b06S0CWmZbAqbQMmrP-xvw,8732,-636,Obstacle
2019-04-24 21:03:52.702-07,1chfYRzO9fhwOYpSwEVQ-g,12339,-882,SurfaceProblem
2019-04-24 21:04:04.222-07,1chfYRzO9fhwOYpSwEVQ-g,1397,-890,SurfaceProblem
2019-04-24 21:04:14.989-07,1chfYRzO9fhwOYpSwEVQ-g,7659,-1425,SurfaceProblem
2019-04-24 21:05:51.547-07,Uv6J4Nm0HFvvol_2TqYvZg,4440,-1076,Obstacle
2019-04-24 21:06:10.69-07,Uv6J4Nm0HFvvol_2TqYvZg,8488,-1418,SurfaceProblem
2019-04-24 21:07:06.759-07,rEgIkBpl5wgG5YWz0H2-KA,8523,-694,Obstacle
2019-04-24 21:03:54.841-07,iv5hTy6ka9t9fcdEXd-ipA,3417,-457,Obstacle
2019-04-24 21:05:25.598-07,GxZVPdx58CCdGbQuLP1sIw,3909,-434,Obstacle
2019-04-24 21:05:43.629-07,xbCj-59NM0ZZWIRMaJk8vQ,4906,-867,Obstacle
2019-04-24 21:05:53.169-07,AjWlhaUk-D2DQmwLZaVibA,4786,-541,Obstacle
2019-04-24 21:06:03.584-07,AjWlhaUk-D2DQmwLZaVibA,2430,-533,Obstacle
2019-04-24 21:06:16.009-07,gssdZ-BTBSN1neIBs45D2w,2553,-495,Obstacle
2019-04-24 21:05:27.293-07,sd940Tj0TWfBi61i44gwnA,5544,-726,SurfaceProblem
2019-04-24 21:06:34.932-07,eDuCHERQqOSx-vMpmrx3pA,5788,-194,CurbRamp
2019-04-24 21:06:36.999-07,7VZu5v-WC3qFcr2ut_4-cQ,4173,-1361,CurbRamp
2019-04-24 21:06:57.751-07,HpCH4AaW2Yguqdrjhe-6hA,18,-459,Obstacle
2019-04-24 21:07:35.999-07,fa3bIQfO9uk3FiESLHCeUA,12282,-818,Obstacle
2019-04-24 21:07:40.887-07,fa3bIQfO9uk3FiESLHCeUA,12651,-595,Obstacle
2019-04-24 21:07:49.503-07,XOB9gnuDbAFAmsbn0B3-XQ,12678,-609,Obstacle
2019-04-24 21:07:53.559-07,XOB9gnuDbAFAmsbn0B3-XQ,12795,-474,Obstacle
2019-04-24 21:07:58.727-07,XOB9gnuDbAFAmsbn0B3-XQ,12873,-348,Obstacle
2019-04-24 21:07:38.532-07,0-EL9lC7PGEiEmN8pbFALg,12145,-908,Obstacle
2019-04-24 21:07:51.441-07,dV8lo2IhI9VqNctplnWdwA,8203,-1270,Obstacle
2019-04-24 21:07:59.581-07,CQNnIByUzz49bfY0zjHyWg,8024,-490,CurbRamp
2019-04-24 21:08:19.819-07,eKK-1LBClJNLUtBMQ1Y1Yg,7182,-820,SurfaceProblem
2019-04-24 21:08:29.004-07,wK6xSFTdbYpEoEWlBC1TZw,10979,-539,CurbRamp
2019-04-24 21:08:34.846-07,wK6xSFTdbYpEoEWlBC1TZw,12179,-622,CurbRamp
2019-04-24 21:09:07.339-07,wK6xSFTdbYpEoEWlBC1TZw,7522,-264,SurfaceProblem
2019-04-24 21:09:36.75-07,wK6xSFTdbYpEoEWlBC1TZw,7801,-331,CurbRamp
2019-04-24 21:10:49.266-07,MM9YZbgxsG_3UIZWj0GHDg,12704,-221,CurbRamp
2019-04-24 21:08:11.772-07,rxbQZYtMWLyb2JbQsWe0lQ,372,-392,Obstacle
2019-04-24 21:09:05.926-07,tRVFhBdhaYmAdAEa8OrxQA,11512,-454,Obstacle
2019-04-24 21:09:11.204-07,tRVFhBdhaYmAdAEa8OrxQA,11350,-438,Obstacle
2019-04-24 21:09:27.534-07,vkco1-YR2foz3CgV_Z55QQ,11380,-604,Obstacle
2019-04-24 21:09:53.195-07,l3BiT6Pv8HaUFC6P6t-yIg,11139,-407,Obstacle
2019-04-24 21:08:37.03-07,5TfW2msPilrp_-GaaL_74A,8145,-1423,SurfaceProblem
2019-04-24 21:10:56.53-07,KCnpDsW8cb2OxThabNRqIA,8458,-678,Obstacle
2019-04-24 21:10:35.159-07,awzcsVtNg6gcRhYkRkEHAw,11630,-423,Obstacle
2019-04-24 21:10:58.717-07,Xys2jiLaMl3L70UCXtN4lw,2290,-535,CurbRamp
2019-04-24 21:11:38.085-07,EJCNTL9QmcXHAojwctda1A,11659,-570,CurbRamp
2019-04-24 21:12:47.075-07,wpb30dj_gkbnmDHiuGU_FA,5025,-1367,SurfaceProblem
2019-04-24 21:15:59.359-07,M-dMQy3rOxFzx3gwBRDzVA,9809,-1594,SurfaceProblem
2019-04-24 21:16:07.448-07,M-dMQy3rOxFzx3gwBRDzVA,8609,-1377,SurfaceProblem
2019-04-24 21:16:12.062-07,M-dMQy3rOxFzx3gwBRDzVA,11748,-1268,SurfaceProblem
2019-04-24 21:17:00.048-07,FtS-d50NPguBqVMWQ01FtA,10374,-1413,SurfaceProblem
2019-04-24 21:17:35.632-07,siA148C01rEl1UUk6IYlqA,9499,-1732,SurfaceProblem
2019-04-24 21:17:41.997-07,siA148C01rEl1UUk6IYlqA,11863,-1047,SurfaceProblem
2019-04-24 21:18:12.015-07,SyDAHMq_x-eeVtwCsYfSLQ,2968,-1061,SurfaceProblem
2019-04-24 21:18:21.115-07,SyDAHMq_x-eeVtwCsYfSLQ,11334,-1308,SurfaceProblem
2019-04-24 21:18:59.903-07,h62Nzhiv-7JPGoM6bOL-hg,11247,-1001,SurfaceProblem
2019-04-24 21:12:07.845-07,Iw-tfAAhwqDvaJKoX3O3Gw,9058,-370,Obstacle
2019-04-24 21:12:51.02-07,aHCPPrwAFeB_ip62TRSpbw,1847,-792,Obstacle
2019-04-24 21:13:20.746-07,ipbUdCgKO7jtGvtdv_i_Hg,1182,-545,CurbRamp
2019-04-24 21:14:59.131-07,d2hB-dRxjEv-QRYh1ZDc2g,4200,-479,CurbRamp
2019-04-24 21:16:11.588-07,TtwBSpL9nB8OdLc1PiBMNw,2520,-399,CurbRamp
2019-04-24 21:14:26.536-07,j62J-EcZIYwG4oCMgGXBAQ,2381,-588,CurbRamp
2019-04-24 21:14:27.337-07,ObIVYkgl25rWulA4f6aHsg,2510,-275,Obstacle
2019-04-24 21:15:16.081-07,1JBETzeiOxRJtTElzZ8r_w,5323,-463,CurbRamp
2019-04-24 21:15:21.457-07,1JBETzeiOxRJtTElzZ8r_w,649,-487,CurbRamp
2019-04-24 21:15:25.081-07,1JBETzeiOxRJtTElzZ8r_w,1039,-320,CurbRamp
2019-04-24 21:15:32.326-07,1JBETzeiOxRJtTElzZ8r_w,290,-436,Obstacle
2019-04-24 21:15:52.913-07,iPbpFY1-2KL173GGVtcUqw,742,-488,CurbRamp
2019-04-24 21:16:53.137-07,Uklj_tEaAbsnILlIJs5wlA,5933,-570,CurbRamp
2019-04-24 21:17:01.289-07,Uklj_tEaAbsnILlIJs5wlA,608,-345,CurbRamp
2019-04-24 21:17:10.208-07,6W7dBF834dmvX_LSmrroAA,4047,-1033,CurbRamp
2019-04-24 21:17:23.313-07,azuXMVCx0fb24zTp95-e5w,5074,-617,CurbRamp
2019-04-24 21:17:27.305-07,azuXMVCx0fb24zTp95-e5w,5871,-579,CurbRamp
2019-04-24 21:18:00.242-07,VGujl_PAQjSKOvox-Qtuvg,9036,-430,Obstacle
2019-04-24 21:18:31.487-07,q0K4V82H0yKTUqb9KYuqxw,5057,-506,Obstacle
2019-04-24 21:17:16.041-07,kIuRXXY3xKSNBM-eWwn1MA,2054,-140,CurbRamp
2019-04-24 21:19:22.095-07,koynIf0HOrSbYlgUGBmS8A,10183,-1325,NoCurbRamp
2019-04-24 21:19:56.313-07,IqzWKV-9ESHBKDBMaGAnjQ,6291,-618,CurbRamp
2019-04-24 21:20:09.839-07,IqzWKV-9ESHBKDBMaGAnjQ,75,-815,CurbRamp
2019-04-24 21:21:58.312-07,yxYhrg7uL8XqhHmZHFV5fg,4180,-276,CurbRamp
2019-04-24 21:22:59.043-07,qzJbkaOtI4SEyIrKCO0j9w,4131,-183,CurbRamp
2019-04-24 21:23:03.023-07,qzJbkaOtI4SEyIrKCO0j9w,4406,-343,CurbRamp
2019-04-24 21:23:22.7-07,qzJbkaOtI4SEyIrKCO0j9w,2741,-178,CurbRamp
2019-04-24 21:24:55.378-07,36_XfRqGyoLD6JIE3ue9YA,2264,-238,CurbRamp
2019-04-24 21:25:24.46-07,36_XfRqGyoLD6JIE3ue9YA,5630,-692,CurbRamp
2019-04-24 21:28:22.731-07,dzS2jym3m3aRKadNweq4qQ,4553,-409,CurbRamp
2019-04-24 21:30:05.184-07,shwq1BaysaBDMkqNdGfNwA,4661,-354,CurbRamp
2019-04-24 21:30:25.155-07,4okCrLPP67kE9CJ7YxQSjg,4277,-374,CurbRamp
2019-04-24 21:31:01.782-07,4okCrLPP67kE9CJ7YxQSjg,1971,-401,CurbRamp
2019-04-24 21:32:02.864-07,4okCrLPP67kE9CJ7YxQSjg,11503,-487,CurbRamp
2019-04-24 21:45:35.014-07,enrjnX4qeE8G61bi4VfF2w,3646,-914,NoCurbRamp
2019-04-24 21:48:25.407-07,0HUq52oWk643qwbnP6rRTg,1223,-659,Obstacle
2019-04-24 21:49:25.828-07,Pgc0tcWsuwyyYqyIAltPLg,4289,-755,Obstacle
2019-04-24 21:49:34.78-07,Pgc0tcWsuwyyYqyIAltPLg,4159,-429,Obstacle
2019-04-24 23:00:20.093-07,ToxMvC6M-fk-sXdKH1sJcA,2029,-664,CurbRamp
2019-04-24 23:00:29.716-07,ToxMvC6M-fk-sXdKH1sJcA,5229,-486,CurbRamp
2019-04-24 23:01:21.893-07,-yK3dCQy6I7rSzQE0-pCog,4378,-699,NoCurbRamp
2019-04-24 23:03:33.4-07,eabbtcVWZGnDTCTNbc4duA,5369,-407,CurbRamp
2019-04-24 23:04:02.541-07,atLe03z9-E42Ij4v5P2IpA,7577,-399,CurbRamp
2019-04-24 23:05:05.241-07,HGGMkFFqiJ9TRSCZ5j9uXg,5307,-843,CurbRamp
2019-04-24 23:05:08.162-07,HGGMkFFqiJ9TRSCZ5j9uXg,5077,-504,CurbRamp
2019-04-24 23:05:26.416-07,ZHiuHWU7G4XAGTeEZrp26A,6378,-888,CurbRamp
